index,transliteration,word
G2678,kataseio,κατασείω
G2679,kataskapto,κατασκάπτω
G2680,kataskeuazo,κατασκευάζω
G2681,kataskenoo,κατασκηνόω
G2682,kataskenosis,κατασκήνωσις
G2683,kataskiazo,κατασκιάζω
G2684,kataskopeo,κατασκοπέω
G2685,kataskopos,κατάσκοπος
G2686,katasophizomai,κατασοφίζομαι
G2687,katastello,καταστέλλω
G2688,katastema,κατάστημα
G2689,katastole,καταστολή
G2690,katastrepho,καταστρέφω
G2691,katastreniao,καταστρηνιάω
G2692,katastrophe,καταστροφή
G2693,katastronnumi,καταστρώννυμι
G2694,katasuro,κατασύρω
G2695,katasphatto,κατασφάττω
G2696,katasphragizo,κατασφραγίζω
G2697,kataschesis,κατάσχεσις
G2698,katatithemi,κατατίθημι
G2699,katatome,κατατομή
G2701,katatrecho,κατατρέχω
G2702,kataphero,καταφέρω
G2703,katapheugo,καταφεύγω
G2704,kataphtheiro,καταφθείρω
G2705,kataphileo,καταφιλέω
G2706,kataphroneo,καταφρονέω
G2707,kataphrontes,καταφροντής
G2708,katacheo,καταχέω
G2709,katachthonios,καταχθόνιος
G2710,katachraomai,καταχράομαι
G2711,katapsucho,καταψύχω
G2712,kateidolos,κατείδωλος
G2713,katenanti,κατέναντι
G2714,katenopion,κατενώπιον
G2715,katexousiazo,κατεξουσιάζω
G2716,katergazomai,κατεργάζομαι
G2718,katerchomai,κατέρχομαι
G2719,katesthio,κατεσθίω
G2720,kateuthuno,κατευθύνω
G2721,katephistemi,κατεφίστημι
G2721a,kateulogeo,κατευλογέω
G2722,katecho,κατέχω
G2723,kategoreo,κατηγορέω
G2724,kategoria,κατηγορία
G2725,kategoros,κατήγορος
G2725a,kategor,κατήγωρ
G2726,katepheia,κατήφεια
G2727,katecheo,κατηχέω
G2728,katioo,κατιόω
G2729,katischuo,κατισχύω
G2730,katoikeo,κατοικέω
G2731,katoikesis,κατοίκησις
G2732,katoiketerion,κατοικητήριον
G2732a,katoikizo,κατοικίζω
G2733,katoikia,κατοικία
G2734,katoptrizomai,κατοπτρίζομαι
G2736,"kato, katotero","κάτω, κατωτέρω"
G2737,katoteros,κατώτερος
G2738,kauma,καῦμα
G2739,kaumatizo,καυματίζω
G2740,kausis,καῦσις
G2741,kausoo,καυσόω
G2742,kauson,καύσων
G2743,"kausteriazo, kauteriazo","καυστηριάζω, καυτηριάζω"
G2744,kauchaomai,καυχάομαι
G2745,kauchema,καύχημα
G2746,kauchesis,καύχησις
G2747,Kegchreai,Κεγχρεαί
G2748,Kedron,Κεδρών
G2749,keimai,κεῖμαι
G2750,keiria,κειρία
G2751,keiro,κείρω
G2752,keleuma,κέλευμα
G2753,keleuo,κελεύω
G2754,kenodoxia,κενοδοξία
G2755,kenodoxos,κενόδοξος
G2756,kenos,κενός
G2757,kenophonia,κενοφωνία
G2758,kenoo,κενόω
G2759,kentron,κέντρον
G2760,kenturion,κεντυρίων
G2761,kenos,κενῶς
G2762,keraia,κεραία
G2763,kerameus,κεραμεύς
G2764,keramikos,κεραμικός
G2765,keramion,κεράμιον
G2766,keramos,κέραμος
G2767,kerannumi,κεράννυμι
G2768,keras,κέρας
G2769,keration,κεράτιον
G2770,kerdaino,κερδαίνω
G2771,kerdos,κέρδος
G2772,kerma,κέρμα
G2773,kermatistes,κερματιστής
G2774,kephalaion,κεφάλαιον
G2775,kephalaioo,κεφαλαιόω
G2776,kephale,κεφαλή
G2777,kephalis,κεφαλίς
G2777a,kemoo,κημόω
G2778,kensos,κῆνσος
G2779,kepos,κῆπος
G2780,kepouros,κηπουρός
G2782,kerugma,κήρυγμα
G2783,kerux,κήρυξ
G2784,kerusso,κηρύσσω
G2785,ketos,κῆτος
G2786,Kephas,Κηφᾶς
G2787,kibotos,κιβωτός
G2788,kithara,κιθάρα
G2789,kitharizo,κιθαρίζω
G2790,kitharodos,κιθαρῳδός
G2791,Kilikia,Κιλικία
G2792,kinamomon,κινάμωμον
G2793,kinduneuo,κινδυνεύω
G2794,kindunos,κίνδυνος
G2795,kineo,κινέω
G2797,Kis,Κίς
G2798,klados,κλάδος
G2799,klaio,κλαίω
G2800,klasis,κλάσις
G2801,klasma,κλάσμα
G2802,"Kauda, Klaude","Καῦδα, Κλαύδη"
G2803,Klaudia,Κλαυδία
G2804,Klaudios,Κλαύδιος
G2805,klauthmos,κλαυθμός
G2806,klao,κλάω
G2807,kleis,κλείς
G2808,kleio,κλείω
G2809,klemma,κλέμμα
G2810,Kleopas,Κλεόπας
G2811,kleos,κλέος
G2812,kleptes,κλέπτης
G2813,klepto,κλέπτω
G2814,klema,κλῆμα
G2815,Klemes,Κλήμης
G2816,kleronomeo,κληρονομέω
G2817,kleronomia,κληρονομία
G2818,kleronomos,κληρονόμος
G2819,kleros,κλῆρος
G2820,kleroo,κληρόω
G2821,klesis,κλῆσις
G2822,kletos,κλητός
G2823,klibanos,κλίβανος
G2824,klima,κλίμα
G2825,kline,κλίνη
G2825a,klinarion,κλινάριον
G2826,klinidion,κλινίδιον
G2827,klino,κλίνω
G2828,klisia,κλισία
G2829,klope,κλοπή
G2830,kludon,κλύδων
G2831,kludonizomai,κλυδωνίζομαι
G2832,Klopas,Κλωπᾶς
G2833,knetho,κνήθω
G2834,Knidos,Κνίδος
G2835,kodrantes,κοδράντης
G2836,koilia,κοιλία
G2837,koimao,κοιμάω
G2838,koimesis,κοίμησις
G2839,koinos,κοινός
G2840,koinoo,κοινόω
G2841,koinoneo,κοινωνέω
G2842,koinonia,κοινωνία
G2843,koinonikos,κοινωνικός
G2844,koinonos,κοινωνός
G2845,koite,κοίτη
G2846,koiton,κοιτών
G2847,kokkinos,κόκκινος
G2848,kokkos,κόκκος
G2849,kolazo,κολάζω
G2850,kolakeia,κολακεία
G2851,kolasis,κόλασις
G2852,kolaphizo,κολαφίζω
G2853,kollao,κολλάω
G2854,kollourion,κολλούριον
G2855,kollubistes,κολλυβιστής
G2856,koloboo,κολοβόω
G2857,Kolossai,Κολοσσαί
G2859,kolpos,κόλπος
G2860,kolumbao,κολυμβάω
G2861,kolumbethra,κολυμβήθρα
G2862,kolonia,κολωνία
G2863,komao,κομάω
G2864,kome,κόμη
G2865,komizo,κομίζω
G2866,kompsoteron,κομψότερον
G2867,koniao,κονιάω
G2868,koniortos,κονιορτός
G2869,kopazo,κοπάζω
G2870,kopetos,κοπετός
G2871,kope,κοπή
G2872,kopiao,κοπιάω
G2873,kopos,κόπος
G2874a,koprion,κόπριον
G2875,kopto,κόπτω
G2876,korax,κόραξ
G2877,korasion,κοράσιον
G2878,"korban, korbanas","κορβᾶν, κορβανᾶς"
G2879,Kore,Κορέ
G2880,korennumi,κορέννυμι
G2881,Korinthios,Κορίνθιος
G2882,Korinthos,Κόρινθος
G2883,Kornelios,Κορνήλιος
G2884,koros,κόρος
G2885,kosmeo,κοσμέω
G2886,kosmikos,κοσμικός
G2887,kosmios,κόσμιος
G2888,kosmokrator,κοσμοκράτωρ
G2889,kosmos,κόσμος
G2890,Kouartos,Κούαρτος
G2891,"koum, koumi","κοῦμ, κοῦμι"
G2892,koustodia,κουστωδία
G2893,kouphizo,κουφίζω
G2894,kophinos,κόφινος
G2895,"krabattos, krabbatos","κράβαττος, κράββατος"
G2896,krazo,κράζω
G2897,kraipale,κραιπάλη
G2898,kranion,κρανίον
G2899,kraspedon,κράσπεδον
G2900,krataios,κραταιός
G2901,krataioo,κραταιόω
G2902,krateo,κρατέω
G2903,kratistos,κράτιστος
G2904,kratos,κράτος
G2905,kraugazo,κραυγάζω
G2906,krauge,κραυγή
G2907,kreas,κρέας
G2909,kreitton,κρείττων
G2910,kremannumi,κρεμάννυμι
G2911,kremnos,κρημνός
G2912,Kres,Κρής
G2913,Kreskes,Κρήσκης
G2914,Krete,Κρήτη
G2915,krithe,κριθή
G2916,krithinos,κρίθινος
G2917,krima,κρίμα
G2918,krinon,κρίνον
G2919,krino,κρίνω
G2920,krisis,κρίσις
G2921,Krispos,Κρίσπος
G2922,kriterion,κριτήριον
G2923,krites,κριτής
G2924,kritikos,κριτικός
G2925,krouo,κρούω
G2926,krupte,κρυπτή
G2927,kruptos,κρυπτός
G2928,krupto,κρύπτω
G2929,krustallizo,κρυσταλλίζω
G2930,krustallos,κρύσταλλος
G2930a,kruphaios,κρυφαῖος
G2931,kruphe,κρυφῆ
G2932,ktaomai,κτάομαι
G2933,ktema,κτῆμα
G2934,ktenos,κτῆνος
G2935,ktetor,κτήτωρ
G2936,ktizo,κτίζω
G2937,ktisis,κτίσις
G2938,ktisma,κτίσμα
G2939,ktistes,κτιστής
G2940,kubeia,κυβεία
G2941,kubernesis,κυβέρνησις
G2942,kubernetes,κυβερνήτης
G2942a,kukleuo,κυκλεύω
G2943,kuklothen,κυκλόθεν
G2944,kukloo,κυκλόω
G2945,kuklo,κύκλῳ
G2946,kulisma,κύλισμα
G2947,kulioo,κυλιόω
G2948,kullos,κυλλός
G2949,kuma,κῦμα
G2950,kumbalon,κύμβαλον
G2951,kuminon,κύμινον
G2952,kunarion,κυνάριον
G2953,Kuprios,Κύπριος
G2954,Kupros,Κύπρος
G2955,kupto,κύπτω
G2956,Kurenaios,Κυρηναῖος
G2957,Kurene,Κυρήνη
G2958,Kurenios,Κυρήνιος
G2959,Kuria,Κυρία
G2960,kuriakos,κυριακός
G2961,kurieuo,κυριεύω
G2962,kurios,κύριος
G2963,kuriotes,κυριότης
G2964,kuroo,κυρόω
G2965,kuon,κύων
G2966,kolon,κῶλον
G2967,koluo,κωλύω
G2968,kome,κώμη
G2969,komopolis,κωμόπολις
G2970,komos,κῶμος
G2971,konops,κώνωψ
G2973,Kosam,Κωσάμ
G2974,kophos,κωφός
G2975,lagchano,λαγχάνω
G2976,Lazaros,Λάζαρος
G2977,lathra,λάθρα
G2978,lailaps,λαῖλαψ
G2979,laktizo,λακτίζω
G2980,laleo,λαλέω
G2981,lalia,λαλιά
G2983,lambano,λαμβάνω
G2984,Lamech,Λάμεχ
G2985,lampas,λαμπάς
G2986,lampros,λαμπρός
G2987,lamprotes,λαμπρότης
G2988,lampros,λαμπρῶς
G2989,lampo,λάμπω
G2990,lanthano,λανθάνω
G2991,laxeutos,λαξευτός
G2992,laos,λαός
G2993,Laodikeia,Λαοδίκεια
G2994,Laodikeus,Λαοδικεύς
G2995,larugx,λάρυγξ
G2996,Lasaia,Λασαία
G2997,lascho,λάσχω
G2998,latomeo,λατομέω
G2999,latreia,λατρεία
G3000,latreuo,λατρεύω
G3001,lachanon,λάχανον
G3003,legion,λεγιών
G3004,lego,λέγω
G3005,leimma,λεῖμμα
G3006,leios,λεῖος
G3007,leipo,λείπω
G3008,leitourgeo,λειτουργέω
G3009,leitourgia,λειτουργία
G3010,leitourgikos,λειτουργικός
G3011,leitourgos,λειτουργός
G3011a,lema,λεμά
G3012,lention,λέντιον
G3013,lepis,λεπίς
G3014,lepra,λέπρα
G3015,lepros,λεπρός
G3016,lepton,λεπτόν
G3017,Leui,Λευΐ
G3018,Leuis,Λευΐς
G3019,Leuites,Λευΐτης
G3020,Leuitikos,Λευϊτικός
G3021,leukaino,λευκαίνω
G3022,leukos,λευκός
G3023,leon,λεών
G3024,lethe,λήθη
G3025,lenos,ληνός
G3026,leros,λῆρος
G3027,lestes,λῃστης
G3028,lempsis,λῆμψις
G3029,lian,λίαν
G3030,libanos,λίβανος
G3031,libanotos,λιβανωτός
G3032,Libertinos,Λιβερτῖνος
G3033,Libue,Λιβύη
G3034,lithazo,λιθάζω
G3035,lithinos,λίθινος
G3036,lithoboleo,λιθοβολέω
G3037,lithos,λίθος
G3038,lithostrotos,λιθόστρωτος
G3039,likmao,λικμάω
G3040,limen,λιμήν
G3041,limne,λίμνη
G3042,limos,λιμός
G3043,linon,λίνον
G3044,Linos,Λῖνος
G3045,liparos,λιπαρός
G3046,litra,λίτρα
G3047,lips,λίψ
G3048,logia,λογία
G3049,logizomai,λογίζομαι
G3050,logikos,λογικός
G3051,logion,λόγιον
G3052,logios,λόγιος
G3053,logismos,λογισμός
G3054,logomacheo,λογομαχέω
G3055,logomachia,λογομαχία
G3056,logos,λόγος
G3057,logche,λόγχη
G3058,loidoreo,λοιδορέω
G3059,loidoria,λοιδορία
G3060,loidoros,λοίδορος
G3061,loimos,λοιμός
G3063,loipon,λοιπόν
G3063a,loipos,λοιπός
G3065,Loukas,Λουκᾶς
G3066,Loukios,Λούκιος
G3067,loutron,λουτρόν
G3068,louo,λούω
G3069,Ludda,Λύδδα
G3070,Ludia,Λυδία
G3071,Lukaonia,Λυκαονία
G3072,Lukaonisti,Λυκαονιστί
G3073,Lukia,Λυκία
G3074,lukos,λύκος
G3075,lumainomai,λυμαίνομαι
G3076,lupeo,λυπέω
G3077,lupe,λύπη
G3078,Lusanias,Λυσανίας
G3079,Lusias,Λυσίας
G3080,lusis,λύσις
G3081,lusitelei,λυσιτελεῖ
G3082,Lustra,Λύστρα
G3083,lutron,λύτρον
G3084,lutroo,λυτρόω
G3085,lutrosis,λύτρωσις
G3086,lutrotes,λυτρωτής
G3087,luchnia,λυχνία
G3088,luchnos,λύχνος
G3089,luo,λύω
G3090,Lois,Λωΐς
G3091,Lot,Λώτ
G3092,Maath,Μαάθ
G3093,"Magadan, Magdala","Μαγαδάν, Μαγδαλά"
G3094,Magdalene,Μαγδαληνή
G3095,mageia,μαγεία
G3096,mageuo,μαγεύω
G3097,magos,μάγος
G3098,Magog,Μαγώγ
G3099,Madian,Μαδιάν
G3100,matheteuo,μαθητεύω
G3101,mathetes,μαθητής
G3102,mathetria,μαθήτρια
G3102a,Maththat,Μαθθὰτ
G3103,Mathousala,Μαθουσάλα
G3105,mainomai,μαίνομαι
G3106,makarizo,μακαρίζω
G3107,makarios,μακάριος
G3108,makarismos,μακαρισμός
G3109,Makedonia,Μακεδονία
G3110,Makedon,Μακεδών
G3111,makellon,μάκελλον
G3112,makran,μακράν
G3113,makrothen,μακρόθεν
G3114,makrothumeo,μακροθυμέω
G3115,makrothumia,μακροθυμία
G3116,makrothumos,μακροθυμώς
G3117,makros,μακρός
G3118,makrochronios,μακροχρόνιος
G3119,malakia,μαλακία
G3120,malakos,μαλακός
G3121,Maleleel,Μαλελεήλ
G3122,malista,μάλιστα
G3123,mallon,μᾶλλον
G3124,Malchos,Μάλχος
G3125,mamme,μάμμη
G3126,mammonas,μαμμωνᾶς
G3127,Manaen,Μαναήν
G3128,Manasses,Μανασσῆς
G3129,manthano,μανθάνω
G3130,mania,μανία
G3131,manna,μάννα
G3132,manteuomai,μαντεύομαι
G3133,maraino,μαραίνω
G3134,marana tha,μαράνα θά
G3135,margarites,μαργαρίτης
G3136,Martha,Μάρθα
G3137,"Maria, Mariam","Μαρία, Μαριάμ"
G3138,Markos,Μάρκος
G3139,marmaros,μάρμαρος
G3140,martureo,μαρτυρέω
G3141,marturia,μαρτυρία
G3142,marturion,μαρτύριον
G3143,marturomai,μαρτύρομαι
G3144,martus,μάρτυς
G3145,massaomai,μασσάομαι
G3146,mastigoo,μαστιγόω
G3147,mastizo,μαστίζω
G3148,mastix,μάστιξ
G3149,mastos,μαστός
G3150,mataiologia,ματαιολογία
G3151,mataiologos,ματαιολόγος
G3152,mataios,μάταιος
G3153,mataiotes,ματαιότης
G3154,mataioo,ματαιόω
G3155,maten,μάτην
G3156,"Matthaios, Maththaios","Ματθαῖος, Μαθθαῖος"
G3157,Matthan,Ματθάν
G3159,Matthias,Ματθίας
G3160,Mattatha,Ματταθά
G3161,Mattathias,Ματταθίας
G3162,machaira,μάχαιρα
G3163,mache,μάχη
G3164,machomai,μάχομαι
G3165,me,μέ
G3167,megaleios,μεγαλεῖος
G3168,megaleiotes,μεγαλειότης
G3169,megaloprepes,μεγαλοπρεπής
G3170,megaluno,μεγαλύνω
G3171,megalos,μεγάλως
G3172,megalosune,μεγαλωσύνη
G3173,megas,μέγας
G3174,megethos,μέγεθος
G3175,megistanes,μεγιστᾶνες
G3176,megistos,μέγιστος
G3177,methermeneuo,μεθερμηνεύω
G3178,methe,μέθη
G3179,"methistemi, methistano","μεθίστημι, μεθιστάνω"
G3180,methodeia,μεθοδεία
G3182,methusko,μεθύσκω
G3183,methusos,μέθυσος
G3184,methuo,μεθύω
G3186,meizoteros,μειζότερος
G3188,melan,μέλαν
G3189,melas,μέλας
G3190,Meleas,Μελεᾶς
G3191,meletao,μελετάω
G3192,meli,μέλι
G3194,Melite,Μελίτη
G3195,mello,μέλλω
G3196,melos,μέλος
G3197,Melchi,Μελχί
G3198,Melchisedek,Μελχισεδέκ
G3199,melo,μέλω
G3200,membrana,μεμβράνα
G3201,memphomai,μέμφομαι
G3202,mempsimoiros,μεμψίμοιρος
G3303,men,μέν
G3303a,Menna,Μεννὰ
G3304,"menoun, menounge","μενοῦν, μενοῦνγε"
G3305,mentoi,μέντοι
G3306,meno,μένω
G3307,merizo,μερίζω
G3308,merimna,μέριμνα
G3309,merimnao,μεριμνάω
G3310,meris,μερίς
G3311,merismos,μερισμός
G3312,meristes,μεριστής
G3313,meros,μέρος
G3314,mesembria,μεσημβρία
G3315,mesiteuo,μεσιτεύω
G3316,mesites,μεσίτης
G3317,mesonuktion,μεσονύκτιον
G3318,Mesopotamia,Μεσοποταμία
G3319,mesos,μέσος
G3320,mesotoichon,μεσότοιχον
G3321,mesouranema,μεσουράνημα
G3322,mesoo,μεσόω
G3323,Messias,Μεσσίας
G3324,mestos,μεστός
G3325,mestoo,μεστόω
G3326,meta,μετά
G3327,metabaino,μεταβαίνω
G3328,metaballo,μεταβάλλω
G3329,metago,μετάγω
G3330,metadidomi,μεταδίδωμι
G3331,metathesis,μετάθεσις
G3332,metairo,μεταίρω
G3333,metakaleo,μετακαλέω
G3334,metakineo,μετακινέω
G3335,metalambano,μεταλαμβάνω
G3336,metalempsis,μετάλημψις
G3337,metallasso,μεταλλάσσω
G3338,metamellomai,μεταμέλλομαι
G3339,metamorphoo,μεταμορφόω
G3340,metanoeo,μετανοέω
G3341,metanoia,μετάνοια
G3342,metaxu,μεταξύ
G3343,metapempo,μεταπέμπω
G3344,metastrepho,μεταστρέφω
G3345,metaschematizo,μετασχηματίζω
G3346,metatithemi,μετατίθημι
G3346a,metatrepo,μετατρέπω
G3347,metepeita,μετέπειτα
G3348,metecho,μετέχω
G3349,meteorizo,μετεωρίζω
G3350,metoikesia,μετοικεσία
G3351,metoikizo,μετοικίζω
G3352,metoche,μετοχή
G3353,metochos,μέτοχος
G3354,metreo,μετρέω
G3355,metretes,μετρητής
G3356,metriopatheo,μετριοπαθέω
G3357,metrios,μετρίως
G3358,metron,μέτρον
G3359,metopon,μέτωπον
G3360,"mechri, mechris","μέχρι, μεχρίς"
G3361,me,μή
G3362,ean me,ἐὰν μή
G3363,hina me,ἵνα μή
G3364,ou me,οὐ μή
G3365,medamos,μηδαμῶς
G3366,mede,μηδέ
G3367,"medeis, medemia, meden","μηδείς, μηδεμία, μηδέν"
G3368,medepote,μηδέποτε
G3369,medepo,μηδέπω
G3370,Medos,Μῆδος
G3371,meketi,μηκέτι
G3372,mekos,μῆκος
G3373,mekuno,μηκύνω
G3374,melote,μηλωτή
G3375,men,μήν
G3376,men,μήν
G3377,menuo,μηνύω
G3378,me ouk,μὴ οὐκ
G3379,"mepote, me pote","μήποτε, μή ποτε"
G3380,mepo,μήπω
G3381,"mepos, me pos","μήπως, μή πως"
G3382,meros,μηρός
G3383,mete,μήτε
G3384,meter,μήτηρ
G3385,meti,μήτι
G3388,metra,μήτρα
G3389,"metroloas, metraloas","μητρολῴας, μητραλώ́ας"
G3392,miaino,μιαίνω
G3393,miasma,μίασμα
G3394,miasmos,μιασμός
G3395,migma,μίγμα
G3396,mignumi,μίγνυμι
G3398,"mikros, mikroteros","μικρός, μικρότερος"
G3399,Miletos,Μίλητος
G3400,milion,μίλιον
G3401,mimeomai,μιμέομαι
G3402,mimetes,μιμητής
G3403,mimnesko,μιμνήσκω
G3404,miseo,μισέω
G3405,misthapodosia,μισθαποδοσία
G3406,misthapodotes,μισθαποδότης
G3407,misthios,μίσθιος
G3408,misthos,μισθός
G3409,misthoo,μισθόω
G3410,misthoma,μίσθωμα
G3411,misthotos,μισθωτός
G3412,Mitulene,Μιτυλήνη
G3413,Michael,Μιχαήλ
G3414,mna,μνᾶ
G3416,Mnason,Μνάσων
G3417,mneia,μνεία
G3418,mnema,μνῆμα
G3419,mnemeion,μνημεῖον
G3420,mneme,μνήμη
G3421,mnemoneuo,μνημονεύω
G3422,mnemosunon,μνημόσυνον
G3423,mnesteuo,μνηστεύω
G3424,mogilalos,μογιλάλος
G3425,mogis,μόγις
G3426,modios,μόδιος
G3427,moi,μοί
G3428,moichalis,μοιχαλίς
G3429,moichao,μοιχάω
G3430,moicheia,μοιχεία
G3431,moicheuo,μοιχεύω
G3432,moichos,μοιχός
G3433,molis,μόλις
G3434,Moloch,Μολόχ
G3435,moluno,μολύνω
G3436,molusmos,μολυσμός
G3437,momphe,μομφή
G3438,mone,μονή
G3439,monogenes,μονογενής
G3440,monon,μόνον
G3441,monos,μόνος
G3442,monophthalmos,μονόφθαλμος
G3443,monoo,μονόω
G3444,morphe,μορφή
G3445,morphoo,μορφόω
G3446,morphosis,μόρφωσις
G3447,moschopoieo,μοσχοποιέω
G3448,moschos,μόσχος
G3449,mochthos,μόχθος
G3450,mou,μοῦ
G3451,mousikos,μουσικός
G3452,muelos,μυελός
G3453,mueo,μυέω
G3454,muthos,μῦθος
G3455,mukaomai,μυκάομαι
G3456,mukterizo,μυκτηρίζω
G3457,mulikos,μυλικός
G3457a,mulinos,μύλινος
G3458,mulos,μύλος
G3460,Mura,Μύρα
G3461,murias,μυρίας
G3462,murizo,μυρίζω
G3463,murioi,μύριοι
G3463a,murios,μυρίος
G3464,muron,μύρον
G3465,Musia,Μυσία
G3466,musterion,μυστήριον
G3467,muopazo,μυωπάζω
G3468,molops,μώλωψ
G3469,momaomai,μωμάομαι
G3470,momos,μῶμος
G3471,moraino,μωραίνω
G3472,moria,μωρία
G3473,morologia,μωρολογία
G3474,moros,μωρός
G3475,"Moseus, Moses, Mouses","Μωσεύς, Μωσῆς, Μωϋσῆς"
G3476,Naasson,Ναασσών
G3477,Naggai,Ναγγαί
G3478,"Nazara, Nazareth, Nazaret","Ναζαρά, Ναζαρέθ, Ναζαρέτ"
G3479,Nazarenos,Ναζαρηνός
G3480,Nazoraios,Ναζωραῖος
G3481,"Natham, Nathan","Ναθὰμ, Ναθάν"
G3482,Nathanael,Ναθαναήλ
G3483,nai,ναί
G3483a,Naiman,Ναιμάν
G3484,Nain,Ναΐν
G3485,naos,ναός
G3486,Naoum,Ναούμ
G3487,nardos,νάρδος
G3488,Narkissos,Νάρκισσος
G3489,nauageo,ναυαγέω
G3490,naukleros,ναύκληρος
G3491,naus,ναῦς
G3492,nautes,ναύτης
G3493,Nachor,Ναχώρ
G3494,neanias,νεανίας
G3495,neaniskos,νεανίσκος
G3498,nekros,νεκρός
G3499,nekroo,νεκρόω
G3500,nekrosis,νέκρωσις
G3500a,neomenia,νεομηνία
G3501,neos,νέος
G3502,neossos,νεοσσός
G3503,neotes,νεότης
G3504,neophutos,νεόφυτος
G3506,neuo,νεύω
G3507,nephele,νεφέλη
G3508,"Nephthalim, Nephthaleim","Νεφθαλίμ, Νεφθαλείμ"
G3509,nephos,νέφος
G3510,nephros,νεφρός
G3511,neokoros,νεωκόρος
G3512,neoterikos,νεωτερικός
G3513,ne,νή
G3514,netho,νήθω
G3515,nepiazo,νηπιάζω
G3516,nepios,νήπιος
G3517,Nereus,Νηρεύς
G3518,Neri,Νηρί
G3519,nesion,νησίον
G3520,nesos,νῆσος
G3521,nesteia,νηστεία
G3522,nesteuo,νηστεύω
G3523,nestis,νῆστις
G3524,"nephaleos, nephalios","νηφάλεος, νηφάλιος"
G3525,nepho,νήφω
G3526,Niger,Νίγερ
G3527,Nikanor,Νικάνωρ
G3528,nikao,νικάω
G3529,nike,νίκη
G3530,Nikodemos,Νικόδημος
G3531,Nikolaites,Νικολαΐτης
G3532,Nikolaos,Νικόλαος
G3533,Nikopolis,Νικόπολις
G3534,nikos,νῖκος
G3536,Nineuites,Νινευΐτης
G3537,nipter,νιπτήρ
G3538,nipto,νίπτω
G3539,noeo,νοέω
G3540,noema,νόημα
G3541,nothos,νόθος
G3542,nome,νομή
G3543,nomizo,νομίζω
G3544,nomikos,νομικός
G3545,nomimos,νομίμως
G3546,nomisma,νόμισμα
G3547,nomodidaskalos,νομοδιδάσκαλος
G3548,nomothesia,νομοθεσία
G3549,nomotheteo,νομοθετέω
G3550,nomothetes,νομοθέτης
G3551,nomos,νόμος
G3552,noseo,νοσέω
G3554,nosos,νόσος
G3555,nossia,νοσσιά
G3556,nossion,νοσσίον
G3557,nosphizomai,νοσφίζομαι
G3558,notos,νότος
G3559,nouthesia,νουθεσία
G3560,noutheteo,νουθετέω
G3562,nounechos,νουνεχῶς
G3563,nous,νοῦς
G3563a,Numpha,Νύμφα
G3565,numphe,νύμφη
G3566,numphios,νυμφίος
G3567,numphon,νυμφών
G3568,nun,νῦν
G3569,"tanun, ta nun","τανῦν, τὰ νῦν"
G3570,nuni,νυνί
G3571,nux,νύξ
G3572,nusso,νύσσω
G3573,nustazo,νυστάζω
G3574,nuchthemeron,νυχθήμερον
G3575,Noe,Νῶε
G3576,nothros,νωθρός
G3577,notos,νῶτος
G3578,xenia,ξενία
G3579,xenizo,ξενίζω
G3580,xenodocheo,ξενοδοχέω
G3581,xenos,ξένος
G3582,xestes,ξέστης
G3583,xeraino,ξηραίνω
G3584,xeros,ξηρός
G3585,xulinos,ξύλινος
G3586,xulon,ξύλον
G3587,xurao,ξυράω
G3588,"ho, he, to","ὁ, ἡ, τό"
G3589,ogdoekonta,ὀγδοήκοντα
G3590,ogdoos,ὄγδοος
G3591,ogkos,ὄγκος
G3592,"hode, hede, tode","ὅδε, ἥδε, τόδε"
G3593,hodeuo,ὁδεύω
G3594,hodegeo,ὁδηγέω
G3595,hodegos,ὁδηγός
G3596,hodoiporeo,ὁδοιπορέω
G3597,hodoiporia,ὁδοιπορία
G3598,hodos,ὁδός
G3599,odous,ὀδούς
G3600,odunao,ὀδυνάω
G3601,odune,ὀδύνη
G3602,odurmos,ὀδυρμός
G3604,Ozias,Ὀζίας
G3605,ozo,ὄζω
G3606,hothen,ὅθεν
G3607,othone,ὀθόνη
G3608,othonion,ὀθόνιον
G3608a,oida,οἶδα
G3609,oikeios,οἰκεῖος
G3609a,oiketeia,οἰκετεία
G3610,oiketes,οἰκέτης
G3611,oikeo,οἰκέω
G3612,oikema,οἴκημα
G3613,oiketerion,οἰκητήριον
G3614,oikia,οἰκία
G3615,oikiakos,οἰκιακός
G3616,oikodespoteo,οἰκοδεσποτέω
G3617,oikodespotes,οἰκοδεσπότης
G3618,oikodomeo,οἰκοδομέω
G3619,oikodome,οἰκοδομή
G3621,oikonomeo,οἰκονομέω
G3621a,oikodomos,οἰκοδόμος
G3622,oikonomia,οἰκονομία
G3623,oikonomos,οἰκονόμος
G3624,oikos,οἶκος
G3625,oikoumene,οἰκουμένη
G3625a,oikourgos,οἰκουργός
G3627,"oikteiro, oiktereo","οἰκτείρω, οἰκτερέω"
G3628,oiktirmos,οἰκτιρμός
G3629,oiktirmon,οἰκτίρμων
G3630,oinopotes,οἰνοπότης
G3631,oinos,οἶνος
G3632,oinophlugia,οἰνοφλυγία
G3633,"oiomai, oimai","οἴομαι, οὶμαι"
G3634,hoios,οἷος
G3635,okneo,ὀκνέω
G3636,okneros,ὀκνηρός
G3637,oktaemeros,ὀκταήμερος
G3638,okto,ὀκτώ
G3639,olethros,ὄλεθρος
G3639a,oligopistia,ὀλιγοπιστία
G3640,oligopistos,ὀλιγόπιστος
G3641,oligos,ὀλίγος
